rideid,pickuplocation,dropofflocation,distance,ridetype,fare,driverid,customerid,perkmrate,pickupdatetime
ride259,Ghatkopar,Juhu,6.0,UberX,582.03,driver470,cust329,23.32,2023-04-01 04:55:33
ride260,Sion,Borivali,3.48,UberX,1482.55,driver20,cust1240,25.23,2020-08-13 18:06:01
ride261,Colaba,Versova,8.22,OlaMicro,577.05,driver385,cust1375,24.67,2021-07-15 10:28:58
ride262,Juhu,Dadar,8.74,UberPool,1452.28,driver198,cust2003,21.27,2021-03-10 07:18:51
ride263,Sion,Malad,18.35,UberX,1620.68,driver327,cust2085,45.83,2022-02-26 13:34:00
ride264,Vashi,Vashi,16.4,UberX,523.77,driver182,cust1530,12.6,2021-12-19 11:23:15
ride265,Kandivali,South Mumbai,15.8,UberX,1460.06,driver350,cust289,16.25,2021-12-21 20:30:54
ride266,Juhu,Vashi,12.99,OlaMicro,256.37,driver125,cust231,38.17,2022-10-01 22:50:53
ride267,Sion,South Mumbai,18.44,UberX,228.82,driver94,cust16,27.32,2024-07-11 01:28:12
ride268,Versova,South Mumbai,4.99,UberPool,674.79,driver198,cust1950,42.7,2020-03-23 20:50:37
ride269,Dadar,Kurla,12.5,UberPool,1476.55,driver63,cust1813,17.4,2020-02-06 13:51:10
ride270,Bandra,Andheri,2.51,UberX,1762.44,driver194,cust508,38.11,2022-02-09 17:14:24
ride271,Kandivali,Juhu,4.58,UberX,366.73,driver304,cust1689,30.27,2021-10-06 20:39:01
ride272,Andheri,Kandivali,5.15,UberPool,1484.11,driver8,cust1031,21.26,2021-12-24 20:38:27
ride273,South Mumbai,Kurla,2.23,UberPool,1810.25,driver62,cust1762,13.2,2020-09-30 23:33:17
ride274,Versova,Malad,1.23,UberX,670.88,driver371,cust270,32.77,2021-09-10 20:10:59
ride275,Versova,Vashi,9.56,UberPool,772.36,driver308,cust2004,22.54,2023-12-22 16:50:15
ride276,Dadar,Colaba,5.33,OlaMicro,738.15,driver477,cust1891,22.97,2022-08-25 18:17:18
ride277,Sion,Kurla,9.81,UberPool,347.74,driver395,cust1719,47.99,2020-10-06 23:50:32
ride278,Ghatkopar,Kandivali,15.98,OlaMicro,341.3,driver375,cust58,27.38,2023-08-21 02:13:48
ride279,Dadar,Bandra,3.87,UberX,81.96,driver484,cust614,20.84,2022-09-17 18:02:15
ride280,Ghatkopar,Dadar,1.41,UberPool,1668.07,driver285,cust933,17.6,2020-07-31 08:00:04
ride281,Kandivali,Dadar,9.22,UberPool,1939.74,driver62,cust1448,48.46,2023-03-31 02:41:17
ride282,Versova,Kurla,19.11,OlaMicro,614.18,driver241,cust2125,47.73,2021-11-25 18:37:13
ride283,Colaba,Andheri,8.91,OlaMicro,359.27,driver319,cust1758,34.47,2021-03-27 16:13:59
ride284,Juhu,Versova,11.06,UberPool,1623.89,driver132,cust1514,32.61,2023-04-26 05:59:51
ride285,Kurla,Juhu,2.2,UberPool,529.91,driver335,cust957,46.41,2023-07-21 20:21:20
ride286,Sion,Kurla,13.04,UberPool,1132.24,driver340,cust797,46.07,2021-08-11 15:59:22
ride287,Borivali,Sion,15.85,UberX,1430.8,driver243,cust1021,29.54,2020-12-06 17:33:02
ride288,Juhu,Thane,17.92,UberX,799.08,driver152,cust1318,13.25,2023-12-01 17:34:09
ride289,Sion,Sion,9.79,OlaMicro,568.71,driver461,cust1596,41.1,2021-05-07 03:50:21
ride290,Juhu,Kandivali,14.53,UberX,973.81,driver229,cust13,23.09,2020-02-25 02:24:56
ride291,Vashi,Andheri,11.68,UberPool,995.16,driver322,cust2197,18.0,2022-05-13 22:54:32
ride292,Borivali,Borivali,19.2,UberX,626.46,driver63,cust799,30.94,2021-06-22 18:26:51
ride293,Ghatkopar,Ghatkopar,5.72,OlaMicro,1646.24,driver12,cust1222,20.44,2022-01-13 08:30:25
ride294,Colaba,Malad,6.63,OlaMicro,1536.63,driver81,cust1510,28.6,2020-12-13 23:29:02
ride295,Ghatkopar,Thane,9.49,UberX,1208.0,driver322,cust442,47.48,2024-07-24 11:36:41
ride296,Versova,Borivali,6.24,UberPool,605.29,driver132,cust1323,48.24,2023-10-23 17:48:31
ride297,Juhu,Thane,2.0,UberPool,769.2,driver323,cust1537,32.01,2022-06-08 13:16:12
ride298,Ghatkopar,Dadar,13.28,UberPool,1245.51,driver36,cust1159,22.96,2022-07-05 15:44:11
ride299,Colaba,Versova,17.78,OlaMicro,1441.65,driver509,cust262,47.08,2020-02-19 23:23:48
ride300,Thane,Dadar,3.88,OlaMicro,508.28,driver369,cust1463,23.53,2024-04-11 06:09:01
ride301,South Mumbai,Kurla,7.53,UberPool,1112.97,driver427,cust1622,37.78,2022-03-11 06:50:16
ride302,Kurla,Dadar,16.47,UberX,1537.39,driver268,cust932,19.57,2023-10-01 09:26:28
ride303,Kandivali,Versova,2.0,UberX,983.45,driver44,cust898,40.34,2022-07-21 06:56:43
ride304,Dadar,Thane,19.13,UberPool,679.75,driver406,cust79,30.41,2024-05-25 15:29:01
ride305,Malad,Versova,10.35,OlaMicro,859.13,driver70,cust165,18.0,2020-01-01 10:20:14
ride306,Borivali,Kurla,4.97,UberX,731.29,driver83,cust1508,30.37,2020-05-31 08:33:41
ride307,Dadar,Thane,8.55,UberX,1834.64,driver289,cust1089,32.25,2023-03-17 23:27:30
ride308,Bandra,Vashi,4.04,OlaMicro,549.74,driver201,cust1340,45.92,2020-01-24 04:46:30
ride309,Andheri,Kurla,3.26,UberX,918.81,driver416,cust839,17.39,2021-01-07 22:30:44
ride310,South Mumbai,Versova,8.36,UberX,440.28,driver306,cust878,45.47,2023-02-10 05:17:57
ride311,Colaba,Malad,7.86,OlaMicro,498.13,driver259,cust889,30.44,2021-05-25 19:00:39
ride312,Kandivali,Dadar,1.23,UberPool,452.39,driver398,cust1341,28.32,2024-08-05 01:42:06
ride313,Dadar,Sion,12.43,UberPool,986.34,driver293,cust1018,13.11,2022-02-23 20:34:37
ride314,Kandivali,Colaba,17.8,OlaMicro,147.55,driver12,cust1124,47.21,2020-05-18 14:56:32
ride315,Versova,Borivali,9.46,UberX,239.6,driver377,cust882,35.83,2022-06-08 03:55:23
ride316,Juhu,South Mumbai,15.1,UberPool,864.1,driver23,cust1219,40.82,2020-04-04 14:32:09
ride317,Andheri,Kurla,6.74,UberX,284.63,driver32,cust1952,16.98,2024-04-10 20:12:30
ride318,Bandra,Kurla,2.64,OlaMicro,1405.09,driver280,cust1107,10.9,2021-09-05 08:15:42
ride319,Versova,Dadar,2.2,UberX,177.06,driver387,cust123,11.49,2022-11-25 02:02:58
ride320,Ghatkopar,Dadar,16.78,UberX,1174.68,driver46,cust259,48.38,2021-01-06 08:10:14
ride321,Versova,Kurla,14.49,UberX,1613.78,driver25,cust1114,48.53,2020-11-11 09:57:00
ride322,Kurla,Vashi,5.46,UberX,1991.88,driver46,cust1784,32.36,2023-01-11 11:52:50
ride323,Versova,Kandivali,16.05,OlaMicro,142.22,driver373,cust363,33.92,2022-07-30 00:10:19
ride324,Thane,Dadar,16.59,UberPool,1334.27,driver381,cust2215,15.83,2021-10-18 19:55:19
ride325,Borivali,Ghatkopar,8.73,UberPool,961.59,driver356,cust1198,15.91,2021-01-28 01:09:35
ride326,Ghatkopar,Juhu,13.84,UberPool,218.57,driver260,cust564,23.31,2020-07-02 14:28:54
ride327,Kurla,Vashi,13.26,OlaMicro,1730.51,driver169,cust176,23.74,2023-12-08 08:53:10
ride328,Thane,Malad,12.38,OlaMicro,360.88,driver143,cust844,42.99,2021-07-22 02:29:09
ride329,Ghatkopar,Sion,2.55,UberX,1981.48,driver43,cust2129,14.15,2021-01-31 16:49:31
ride330,Thane,Malad,5.84,UberX,1492.44,driver343,cust2004,14.68,2023-09-08 13:00:31
ride331,Ghatkopar,Thane,11.42,OlaMicro,1647.75,driver225,cust1439,39.99,2023-06-30 06:57:59
ride332,Malad,Kurla,5.29,UberX,1676.98,driver193,cust3,45.73,2023-02-19 19:18:07
ride333,Sion,South Mumbai,10.41,OlaMicro,1902.72,driver248,cust1664,22.11,2021-04-10 02:19:54
ride334,South Mumbai,Kandivali,11.3,UberX,95.84,driver32,cust1212,14.84,2023-03-20 11:15:04
ride335,Malad,South Mumbai,16.73,UberX,544.2,driver122,cust1729,47.79,2021-02-16 21:52:41
ride336,Borivali,Andheri,1.2,UberPool,806.11,driver214,cust1245,27.14,2024-01-01 15:52:00
ride337,Borivali,Colaba,13.07,OlaMicro,1008.1,driver33,cust2048,22.79,2020-07-28 16:40:11
ride338,Kurla,Kandivali,5.86,UberPool,1518.19,driver101,cust1732,37.54,2024-09-29 07:37:26
ride339,Malad,Kurla,19.03,UberX,790.94,driver500,cust356,28.99,2021-01-12 21:54:36
ride340,Versova,Kandivali,2.58,OlaMicro,1281.03,driver97,cust1863,25.19,2023-10-19 13:36:47
ride341,Kurla,Colaba,5.59,UberPool,654.14,driver463,cust888,34.55,2024-02-18 07:28:56
ride342,Dadar,Borivali,1.2,OlaMicro,1572.63,driver519,cust1821,12.76,2020-09-10 13:03:18
ride343,Versova,Borivali,9.8,UberPool,1612.55,driver50,cust1038,33.43,2022-12-08 18:13:50
ride344,Kurla,Andheri,4.3,UberX,127.64,driver340,cust1748,14.39,2024-09-11 15:10:58
ride345,South Mumbai,Bandra,19.4,UberPool,998.18,driver6,cust1587,41.03,2021-06-25 13:47:27
ride346,Colaba,Andheri,15.68,UberX,485.67,driver506,cust937,38.55,2022-07-01 09:21:28
ride347,Dadar,Dadar,2.93,OlaMicro,1958.65,driver25,cust1795,29.85,2024-01-17 14:42:30
ride348,Thane,Sion,1.39,OlaMicro,768.16,driver109,cust1715,28.95,2020-03-02 09:11:04
ride349,Versova,Ghatkopar,9.29,UberX,177.09,driver270,cust1465,28.99,2022-04-04 23:30:56
ride350,Sion,Dadar,18.23,UberX,97.01,driver89,cust766,36.59,2020-06-14 16:55:07
ride351,Thane,Juhu,13.54,OlaMicro,562.86,driver69,cust760,33.28,2022-06-24 11:59:18
ride352,Bandra,Bandra,11.63,UberX,635.67,driver401,cust46,24.87,2024-09-09 13:31:14
ride353,Malad,Andheri,3.14,OlaMicro,1084.51,driver311,cust562,22.78,2023-09-30 05:09:31
ride354,Vashi,Bandra,17.35,UberX,1344.87,driver490,cust1961,18.56,2022-11-17 10:47:25
ride355,Malad,Malad,8.37,OlaMicro,1724.45,driver73,cust599,36.68,2022-11-01 04:19:50
ride356,South Mumbai,Kurla,17.36,OlaMicro,1980.24,driver75,cust675,19.88,2024-05-08 07:37:57
ride357,Juhu,Bandra,16.96,UberPool,842.46,driver443,cust176,44.83,2021-11-15 08:22:53
ride358,Malad,Versova,1.53,UberPool,812.01,driver231,cust522,29.17,2023-09-18 23:25:52
ride359,Vashi,Malad,13.27,UberX,520.61,driver295,cust2037,40.92,2024-04-28 13:08:20
ride360,Ghatkopar,South Mumbai,12.4,OlaMicro,215.44,driver150,cust164,24.78,2021-09-17 05:31:53
ride361,Malad,Vashi,6.34,UberPool,641.82,driver335,cust1263,44.22,2022-11-08 15:54:17
ride362,Ghatkopar,Vashi,10.72,OlaMicro,1199.64,driver141,cust1923,23.48,2021-06-26 03:51:04
ride363,Thane,Thane,19.53,OlaMicro,1281.16,driver258,cust1099,47.37,2024-08-25 16:33:17
ride364,Bandra,Juhu,12.29,UberPool,1819.07,driver196,cust1428,48.89,2022-08-17 10:34:23
ride365,Thane,Malad,16.69,UberPool,593.12,driver435,cust772,40.73,2020-04-16 06:30:26
ride366,Versova,Andheri,16.24,UberX,1389.85,driver371,cust2224,32.12,2021-10-11 05:43:06
ride367,Borivali,Thane,16.16,UberX,278.56,driver299,cust1012,18.23,2021-09-13 12:56:39
ride368,Malad,Vashi,4.48,UberPool,781.25,driver402,cust1984,38.68,2022-09-29 05:30:23
ride369,Dadar,Andheri,11.21,OlaMicro,190.5,driver128,cust1543,42.52,2023-08-19 06:30:35
ride370,Bandra,Vashi,1.06,UberPool,1859.22,driver466,cust1135,30.44,2021-11-12 15:22:31
ride371,Colaba,Ghatkopar,4.78,OlaMicro,1964.31,driver111,cust1952,27.49,2024-10-02 23:50:25
ride372,Dadar,South Mumbai,3.27,UberPool,1532.24,driver56,cust169,43.89,2023-04-25 03:23:23
ride373,Thane,Andheri,3.04,UberX,1578.55,driver434,cust840,11.6,2023-04-30 15:46:02
ride374,Juhu,Borivali,1.19,OlaMicro,590.49,driver441,cust986,19.22,2022-05-17 11:10:58
ride375,Juhu,Kandivali,18.63,UberX,345.82,driver325,cust901,16.87,2023-08-06 13:15:19
ride376,Borivali,Colaba,4.86,UberX,227.8,driver277,cust1992,14.98,2022-12-22 03:26:14
ride377,Bandra,Bandra,17.06,UberPool,1238.73,driver178,cust903,21.18,2023-10-03 20:59:26
ride378,Andheri,Ghatkopar,5.54,OlaMicro,1728.75,driver396,cust1828,18.54,2022-04-23 08:45:13
ride379,Ghatkopar,Versova,17.1,UberPool,912.93,driver394,cust1558,10.92,2022-08-13 01:23:32
ride380,Malad,Kurla,4.9,UberPool,1589.7,driver351,cust1320,10.83,2023-04-07 20:26:44
ride381,Borivali,Bandra,16.93,UberPool,331.81,driver80,cust1547,16.74,2023-10-05 01:11:06
ride382,Juhu,Juhu,4.94,UberPool,584.58,driver298,cust946,25.18,2020-12-10 02:52:23
ride383,Malad,Sion,19.25,OlaMicro,525.94,driver67,cust1853,38.52,2021-09-19 03:12:23
ride384,Juhu,Juhu,8.39,UberPool,89.96,driver447,cust1825,46.37,2023-08-25 09:51:23
ride385,Juhu,Bandra,9.31,UberPool,764.86,driver267,cust1961,16.32,2020-06-02 06:17:53
ride386,Malad,Thane,17.22,OlaMicro,1085.33,driver201,cust149,49.17,2023-11-10 03:25:58
ride387,Bandra,South Mumbai,1.91,OlaMicro,1835.91,driver95,cust206,20.02,2021-10-06 14:14:16
ride388,Andheri,Dadar,9.61,UberPool,593.1,driver191,cust939,26.38,2021-09-19 03:31:47
ride389,Bandra,Kandivali,10.89,UberX,1260.84,driver181,cust1181,31.92,2022-09-12 02:40:58
ride390,Bandra,Colaba,18.0,UberX,1225.14,driver79,cust276,40.91,2024-08-14 15:22:57
ride391,Dadar,Thane,16.53,UberX,1569.17,driver378,cust733,16.11,2021-04-30 21:18:18
ride392,Colaba,Juhu,5.67,UberX,1544.38,driver22,cust2052,30.18,2023-08-16 13:14:57
ride393,Dadar,Colaba,8.48,UberPool,354.02,driver136,cust991,44.47,2022-10-17 20:42:11
ride394,Andheri,Kurla,11.9,UberX,937.14,driver113,cust1017,16.48,2023-11-26 07:06:28
ride395,Ghatkopar,Dadar,2.27,UberX,610.04,driver502,cust1618,32.01,2022-05-09 06:45:16
ride396,Kurla,Malad,17.89,OlaMicro,740.17,driver415,cust1030,30.94,2023-08-25 05:18:24
ride397,Kandivali,Kurla,4.17,UberX,1619.44,driver212,cust301,33.99,2020-01-12 20:11:33
ride398,South Mumbai,Borivali,17.0,UberPool,796.02,driver307,cust1531,10.96,2022-04-24 13:08:14
ride399,Colaba,Bandra,4.78,UberPool,1561.39,driver151,cust1843,44.61,2020-01-01 20:27:15
ride400,Andheri,Ghatkopar,13.33,UberX,327.51,driver233,cust1799,20.12,2022-07-21 05:10:41
ride401,Kurla,Juhu,9.86,UberX,953.43,driver426,cust211,19.81,2023-01-22 02:18:24
ride402,Sion,South Mumbai,18.04,UberPool,779.37,driver359,cust1906,46.38,2020-09-02 14:32:59
ride403,Andheri,Juhu,2.48,OlaMicro,1125.63,driver42,cust1964,12.71,2021-12-04 02:32:49
ride404,Sion,Thane,4.68,UberX,71.56,driver104,cust598,39.77,2022-05-07 22:04:28
ride405,Thane,Bandra,2.14,OlaMicro,1066.13,driver25,cust1837,26.14,2020-01-07 00:06:55
ride406,Juhu,Andheri,7.59,UberPool,149.29,driver127,cust1796,40.34,2024-01-25 23:30:24
ride407,Colaba,Malad,15.51,OlaMicro,1470.9,driver519,cust276,49.95,2020-11-30 00:12:41
ride408,Ghatkopar,Juhu,18.73,OlaMicro,1442.83,driver274,cust590,15.69,2020-02-21 15:00:59
ride409,Ghatkopar,Andheri,2.77,UberPool,479.46,driver46,cust1241,10.48,2021-05-04 05:24:07
ride410,Borivali,Bandra,4.7,UberPool,1608.97,driver156,cust1749,31.88,2021-03-18 16:59:10
ride411,Bandra,Colaba,19.82,UberX,368.61,driver39,cust1088,39.09,2024-03-14 22:46:18
ride412,Sion,Dadar,5.16,OlaMicro,1012.29,driver82,cust1883,42.47,2020-11-04 21:10:58
ride413,Juhu,Kandivali,12.72,UberPool,1913.55,driver265,cust1355,35.26,2020-05-12 13:12:07
ride414,Malad,Malad,11.01,OlaMicro,1200.07,driver286,cust1005,19.05,2020-12-18 08:23:22
ride415,Andheri,Juhu,9.24,OlaMicro,636.11,driver415,cust211,48.08,2021-12-09 00:12:34
ride416,Andheri,South Mumbai,16.23,UberX,1132.28,driver225,cust1019,28.57,2022-01-08 16:59:50
ride417,Versova,Thane,18.59,OlaMicro,757.84,driver410,cust1718,32.66,2022-03-08 16:32:07
ride418,Dadar,Borivali,2.54,UberPool,1899.56,driver68,cust1286,47.04,2022-06-11 01:51:49
ride419,Kandivali,Ghatkopar,9.28,UberX,857.73,driver32,cust1368,47.5,2024-03-21 19:11:07
ride420,Kurla,Sion,6.85,UberPool,1859.28,driver406,cust877,26.21,2024-07-17 13:23:23
ride421,Borivali,Vashi,6.44,UberX,705.42,driver335,cust1544,44.13,2022-11-01 18:36:36
ride422,Vashi,Versova,2.56,UberX,342.59,driver439,cust2018,45.86,2021-06-11 10:01:50
ride423,Colaba,Kurla,19.84,UberX,113.74,driver299,cust1503,37.15,2022-05-24 04:54:41
ride424,South Mumbai,Colaba,13.66,UberX,1791.12,driver339,cust410,11.56,2023-01-04 00:09:07
ride425,Borivali,Colaba,19.78,UberX,1589.61,driver401,cust2009,14.3,2024-03-01 01:41:23
ride426,Thane,South Mumbai,12.69,OlaMicro,604.67,driver67,cust1894,34.25,2021-12-20 10:02:19
ride427,Vashi,Versova,3.99,OlaMicro,237.43,driver230,cust1163,11.28,2023-05-02 20:42:11
ride428,Versova,Kurla,13.64,UberPool,749.57,driver522,cust1256,21.75,2024-10-02 09:22:32
ride429,Sion,Bandra,8.94,UberPool,1349.2,driver216,cust986,28.45,2022-08-28 03:19:49
ride430,Colaba,Borivali,1.7,UberX,337.98,driver460,cust517,15.97,2023-06-01 05:05:15
ride431,Juhu,Versova,6.37,UberPool,1179.58,driver494,cust1784,26.4,2023-10-19 07:40:01
ride432,Bandra,Sion,18.81,UberPool,1329.55,driver373,cust642,25.63,2021-10-26 11:42:50
ride433,Colaba,Kandivali,2.26,UberPool,809.64,driver510,cust1899,36.33,2020-04-07 16:26:19
ride434,Kandivali,Juhu,15.89,UberPool,309.16,driver335,cust1730,36.34,2023-04-30 09:38:11
ride435,Vashi,Dadar,1.14,UberPool,860.81,driver499,cust1371,15.93,2022-10-25 23:50:00
ride436,Borivali,Kurla,5.56,UberPool,1819.25,driver185,cust1712,11.54,2021-02-02 05:35:23
ride437,Versova,Juhu,13.0,OlaMicro,777.4,driver3,cust429,29.31,2024-07-26 06:47:39
ride438,Juhu,Malad,5.01,OlaMicro,1722.66,driver518,cust1121,31.23,2020-11-11 19:59:55
ride439,Versova,Vashi,9.26,UberX,937.16,driver298,cust2207,49.87,2024-09-25 14:36:54
ride440,Juhu,Colaba,1.85,UberPool,1199.17,driver65,cust1944,43.18,2022-08-17 02:24:10
ride441,Sion,Sion,18.65,OlaMicro,1165.2,driver323,cust913,27.97,2024-01-11 05:42:53
ride442,Kandivali,Colaba,17.94,UberX,1353.44,driver261,cust1618,20.61,2021-09-06 01:28:11
ride443,Kandivali,Kurla,1.77,UberX,824.11,driver441,cust196,48.35,2023-12-04 16:19:18
ride444,Sion,Thane,11.17,UberPool,81.87,driver314,cust210,29.87,2020-02-04 19:14:37
ride445,Thane,Andheri,11.15,UberX,1717.71,driver399,cust1346,17.09,2022-12-02 15:13:00
ride446,Ghatkopar,South Mumbai,1.27,UberPool,1311.34,driver492,cust85,13.98,2022-10-28 00:34:20
ride447,Andheri,Malad,4.21,UberPool,860.37,driver437,cust836,39.17,2020-12-12 06:52:03
ride448,Sion,Andheri,2.85,UberPool,1995.88,driver71,cust313,49.31,2022-05-19 01:26:15
ride449,Colaba,Bandra,17.21,UberX,1568.4,driver277,cust734,14.53,2022-02-24 21:30:36
ride450,Thane,Vashi,7.41,OlaMicro,957.33,driver126,cust1972,36.72,2024-07-15 00:00:22
ride451,Juhu,Vashi,15.92,UberX,738.82,driver398,cust776,31.81,2022-09-19 04:56:40
ride452,Sion,Sion,14.78,OlaMicro,1618.53,driver89,cust260,16.49,2024-09-05 16:09:03
ride453,Kandivali,Versova,4.05,OlaMicro,428.63,driver360,cust123,23.61,2024-03-24 03:37:19
ride454,Ghatkopar,South Mumbai,16.06,OlaMicro,1562.93,driver413,cust870,16.7,2023-02-06 14:02:10
ride455,Versova,Versova,15.7,UberX,1953.47,driver233,cust2025,32.3,2024-09-29 02:42:31
ride456,Malad,Juhu,8.36,UberX,1804.94,driver38,cust1856,17.52,2024-02-23 02:58:32
ride457,Malad,Sion,1.33,UberPool,1315.0,driver426,cust31,48.78,2022-02-01 21:34:54
ride458,Kandivali,South Mumbai,2.62,OlaMicro,1065.0,driver120,cust557,28.94,2020-06-21 09:00:44
ride459,Vashi,Colaba,3.28,OlaMicro,668.28,driver320,cust2200,42.89,2022-08-09 11:14:47
ride460,South Mumbai,Colaba,1.74,UberPool,1346.41,driver141,cust1058,42.63,2022-12-15 13:36:57
ride461,Kandivali,Ghatkopar,6.33,UberX,1951.5,driver373,cust308,29.93,2020-02-29 00:00:28
ride462,Colaba,Andheri,8.73,UberPool,410.31,driver96,cust563,47.26,2020-04-27 08:25:54
ride463,South Mumbai,Andheri,7.89,UberPool,670.71,driver127,cust749,33.06,2022-01-20 03:04:43
ride464,Andheri,Andheri,5.4,OlaMicro,1521.94,driver82,cust1218,46.25,2021-10-01 18:20:15
ride465,Ghatkopar,Vashi,2.91,UberX,658.19,driver431,cust381,36.32,2021-09-30 12:28:20
ride466,Dadar,South Mumbai,15.08,UberX,1900.52,driver5,cust438,45.66,2023-05-12 05:11:23
ride467,Juhu,Ghatkopar,9.92,OlaMicro,258.44,driver163,cust1015,13.28,2024-03-19 23:21:48
ride468,Sion,Borivali,4.52,OlaMicro,1740.05,driver18,cust1927,18.74,2023-08-09 11:33:08
ride469,Kandivali,Kandivali,4.22,OlaMicro,1043.88,driver418,cust22,37.26,2021-05-23 01:34:22
ride470,Versova,Vashi,11.96,UberX,1010.67,driver244,cust244,27.19,2021-09-30 06:15:02
ride471,Thane,Andheri,4.66,UberPool,315.61,driver422,cust1179,20.77,2024-08-23 07:18:44
ride472,Andheri,Malad,14.43,OlaMicro,1020.47,driver118,cust1662,33.63,2022-09-20 16:33:07
ride473,Borivali,Dadar,14.13,OlaMicro,1181.4,driver255,cust543,38.44,2024-04-06 20:30:28
ride474,Versova,Colaba,19.96,OlaMicro,190.79,driver405,cust545,48.61,2021-08-24 04:48:39
ride475,Borivali,Colaba,19.23,OlaMicro,459.9,driver114,cust57,26.53,2023-05-29 11:21:29
ride476,Dadar,Dadar,4.92,OlaMicro,1313.53,driver127,cust1511,23.0,2020-01-15 01:05:15
ride477,Thane,Malad,8.2,UberPool,914.65,driver207,cust598,18.27,2020-09-19 11:05:53
ride478,Malad,Kandivali,4.57,OlaMicro,523.4,driver501,cust1122,27.5,2021-10-08 23:06:56
ride479,Kurla,Dadar,1.06,UberX,1573.72,driver62,cust1880,30.97,2020-08-20 18:25:28
ride480,Sion,Andheri,8.85,UberX,602.72,driver182,cust1746,40.76,2020-05-27 09:32:42
ride481,Thane,South Mumbai,15.93,OlaMicro,936.14,driver311,cust919,27.97,2024-03-10 12:54:40
ride482,Ghatkopar,Andheri,16.95,UberX,986.68,driver449,cust547,10.69,2024-01-10 15:46:50
ride483,Ghatkopar,Bandra,13.26,OlaMicro,1043.91,driver149,cust450,20.71,2020-09-14 05:41:07
ride484,Versova,South Mumbai,10.92,UberPool,1730.9,driver318,cust1654,10.81,2021-09-22 17:17:01
ride485,Andheri,Andheri,5.58,UberX,1527.59,driver188,cust2036,49.1,2020-02-06 09:14:44
ride486,Colaba,Juhu,3.83,OlaMicro,1550.89,driver430,cust1398,10.06,2020-07-19 23:28:43
ride487,Versova,Andheri,4.56,OlaMicro,1540.12,driver258,cust1114,33.45,2021-07-22 15:09:09
ride488,Borivali,Borivali,13.73,OlaMicro,745.93,driver390,cust1933,34.98,2020-01-02 14:51:22
ride489,Kandivali,Juhu,7.17,UberPool,969.2,driver247,cust2182,23.34,2023-08-18 10:28:17
ride490,Thane,Colaba,9.19,OlaMicro,198.72,driver141,cust948,26.43,2024-10-11 01:31:50
ride491,Ghatkopar,Thane,4.89,OlaMicro,191.58,driver452,cust556,18.83,2021-09-28 13:20:40
ride492,South Mumbai,Colaba,5.15,UberPool,72.81,driver419,cust493,49.65,2024-05-23 08:54:25
ride493,South Mumbai,Juhu,17.97,UberX,1242.96,driver96,cust1026,41.64,2024-04-03 15:08:17
ride494,Versova,Andheri,1.84,OlaMicro,375.72,driver7,cust2006,42.68,2023-02-02 22:03:19
ride495,Sion,Juhu,16.12,UberX,222.98,driver235,cust1138,10.0,2020-10-13 07:17:02
ride496,Vashi,Kurla,18.76,OlaMicro,1407.08,driver28,cust400,49.23,2020-07-16 09:27:42
ride497,Bandra,Dadar,13.68,UberX,506.73,driver47,cust735,17.83,2023-02-08 18:45:52
ride498,Andheri,Kurla,4.76,UberX,1340.24,driver232,cust551,11.26,2024-04-13 19:22:01
ride499,Vashi,Sion,7.97,UberPool,1677.76,driver443,cust631,37.52,2022-05-03 01:54:35
ride500,Colaba,Dadar,10.0,UberPool,118.5,driver180,cust1722,14.34,2022-10-25 14:02:43
ride501,Dadar,Ghatkopar,5.02,UberX,897.51,driver171,cust1091,38.55,2020-12-06 07:04:22
ride502,Dadar,Kandivali,17.84,OlaMicro,1089.05,driver221,cust1840,27.0,2021-07-28 05:48:37
ride503,Andheri,Borivali,6.3,UberX,1856.12,driver21,cust804,26.23,2024-07-29 04:49:17
ride504,Kurla,Sion,15.68,UberX,1755.71,driver119,cust520,46.03,2024-10-03 01:35:39
ride505,Thane,Kandivali,15.0,UberX,1142.13,driver405,cust554,12.11,2020-09-28 18:19:21
ride506,Bandra,Vashi,11.24,UberX,518.94,driver52,cust2083,44.33,2022-06-08 23:38:49
ride507,Thane,South Mumbai,5.59,UberPool,1073.9,driver96,cust1064,20.45,2021-07-08 22:03:16
